agent,blocked_updates,env,episode,epsilon,eval_reward,eval_success_rate,mean_arousal,reached_goal,seed,steps,total_reward,trap_hits
ql_baseline,,GridWorld,107,0.05819594443402985,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,108,0.057904964711859706,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,109,0.05761543988830041,,,,True,1,10,0.41999999999999993,1
ql_baseline,,GridWorld,110,0.05732736268885891,0.9299999999999999,1.0,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,111,0.05704072587541461,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,112,0.05675552224603753,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,113,0.05647174463480734,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,114,0.056189385911633305,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,115,0.05590843898207514,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,116,0.05562889678716477,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,117,0.055350752303228945,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,118,0.0550739985417128,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,119,0.05479862854900423,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,120,0.05452463540625921,0.9299999999999999,1.0,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,121,0.05425201222922791,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,122,0.05398075216808177,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,123,0.053710848407241364,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,124,0.053442294165205156,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,125,0.05317508269437913,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,126,0.052909207280907235,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,127,0.0526446612445027,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,128,0.052381437938280186,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,129,0.052119530748588785,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,130,0.05185893309484584,0.9299999999999999,1.0,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,131,0.05159963842937161,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,132,0.051341640237224755,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,133,0.05108493203603863,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,134,0.05082950737585844,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,135,0.05057535983897914,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,136,0.050322483039784247,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,137,0.050070870624585324,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,138,0.049820516271462396,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,139,0.049571413690105086,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,140,0.04932355662165456,0.9299999999999999,1.0,,True,1,10,0.41999999999999993,1
ql_baseline,,GridWorld,141,0.04907693883854629,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,142,0.048831554144353556,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,143,0.04858739637363179,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,144,0.04834445939176363,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,145,0.04810273709480481,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,146,0.04786222340933079,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,147,0.04762291229228413,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,148,0.04738479773082271,,,,True,1,13,0.88,0
ql_baseline,,GridWorld,149,0.04714787374216859,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,150,0.046912134373457745,0.9299999999999999,1.0,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,151,0.04667757370159046,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,152,0.046444185833082505,,,,True,1,13,0.3899999999999999,1
ql_baseline,,GridWorld,153,0.046211964903917095,,,,True,1,13,0.88,0
ql_baseline,,GridWorld,154,0.04598090507939751,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,155,0.045751000554000526,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,156,0.04552224555123052,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,157,0.04529463432347437,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,158,0.045068161151857,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,159,0.04484282034609772,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,160,0.04461860624436723,0.9299999999999999,1.0,,True,1,12,0.89,0
ql_baseline,,GridWorld,161,0.044395513213145395,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,162,0.04417353564707967,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,163,0.04395266796884427,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,164,0.04373290462900005,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,165,0.04351424010585505,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,166,0.043296668905325776,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,167,0.04308018556079915,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,168,0.04286478463299515,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,169,0.042650460709830175,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,170,0.04243720840628103,0.9299999999999999,1.0,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,171,0.042225022364249624,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,172,0.04201389725242838,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,173,0.041803827766166236,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,174,0.0415948086273354,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,175,0.04138683458419873,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,176,0.04117990041127773,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,177,0.04097400090922134,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,178,0.04076913090467523,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,179,0.04056528525015186,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,180,0.0403624588239011,0.9299999999999999,1.0,,True,1,9,0.92,0
ql_baseline,,GridWorld,181,0.04016064652978159,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,182,0.03995984329713268,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,183,0.03976004408064702,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,184,0.03956124386024378,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,185,0.039363437640942564,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,186,0.03916662045273785,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,187,0.03897078735047416,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,188,0.03877593341372179,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,189,0.03858205374665318,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,190,0.03838914347791991,0.9299999999999999,1.0,,True,1,12,0.89,0
ql_baseline,,GridWorld,191,0.038197197760530315,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,192,0.038006211771727666,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,193,0.037816180712869026,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,194,0.03762709980930468,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,195,0.03743896431025816,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,196,0.037251769488706864,,,,True,1,10,0.91,0
ql_baseline,,GridWorld,197,0.03706551064126333,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,198,0.03688018308805701,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,199,0.03669578217261672,,,,True,1,8,0.9299999999999999,0
ql_baseline,,GridWorld,0,0.0995,-1.0000000000000007,0.0,,False,2,100,-4.429999999999989,7
ql_baseline,,GridWorld,1,0.09900250000000001,,,,True,2,28,0.23999999999999988,1
ql_baseline,,GridWorld,2,0.0985074875,,,,True,2,57,0.4399999999999997,0
ql_baseline,,GridWorld,3,0.09801495006250001,,,,True,2,49,0.5199999999999998,0
ql_baseline,,GridWorld,4,0.09752487531218751,,,,True,2,29,-0.26,2
ql_baseline,,GridWorld,5,0.09703725093562657,,,,True,2,41,0.5999999999999999,0
ql_baseline,,GridWorld,6,0.09655206468094843,,,,True,2,34,0.6699999999999999,0
ql_baseline,,GridWorld,7,0.09606930435754368,,,,True,2,28,0.73,0
ql_baseline,,GridWorld,8,0.09558895783575597,,,,True,2,48,0.5299999999999998,0
ql_baseline,,GridWorld,9,0.09511101304657718,,,,True,2,52,0.48999999999999977,0
ql_baseline,,GridWorld,10,0.09463545798134429,-1.0000000000000007,0.0,,True,2,17,0.84,0
ql_baseline,,GridWorld,11,0.09416228069143756,,,,True,2,28,0.73,0
ql_baseline,,GridWorld,12,0.09369146928798038,,,,True,2,11,0.9,0
ql_baseline,,GridWorld,13,0.09322301194154048,,,,True,2,38,0.6299999999999999,0
ql_baseline,,GridWorld,14,0.09275689688183278,,,,True,2,29,0.72,0
ql_baseline,,GridWorld,15,0.09229311239742362,,,,True,2,17,0.84,0
ql_baseline,,GridWorld,16,0.0918316468354365,,,,True,2,27,0.74,0
ql_baseline,,GridWorld,17,0.09137248860125932,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,18,0.09091562615825302,,,,True,2,19,0.82,0
ql_baseline,,GridWorld,19,0.09046104802746176,,,,True,2,21,0.7999999999999999,0
ql_baseline,,GridWorld,20,0.09000874278732444,-1.0000000000000007,0.0,,True,2,10,0.91,0
ql_baseline,,GridWorld,21,0.08955869907338782,,,,True,2,27,0.74,0
ql_baseline,,GridWorld,22,0.08911090557802087,,,,True,2,17,0.84,0
ql_baseline,,GridWorld,23,0.08866535105013076,,,,True,2,16,0.85,0
ql_baseline,,GridWorld,24,0.08822202429488012,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,25,0.08778091417340572,,,,True,2,12,0.89,0
ql_baseline,,GridWorld,26,0.0873420096025387,,,,True,2,26,0.75,0
ql_baseline,,GridWorld,27,0.086905299554526,,,,True,2,17,0.84,0
ql_baseline,,GridWorld,28,0.08647077305675337,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,29,0.0860384191914696,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,30,0.08560822709551225,-1.0000000000000007,0.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,31,0.08518018596003468,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,32,0.08475428503023451,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,33,0.08433051360508334,,,,True,2,11,0.9,0
ql_baseline,,GridWorld,34,0.08390886103705793,,,,True,2,15,0.86,0
ql_baseline,,GridWorld,35,0.08348931673187264,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,36,0.08307187014821328,,,,True,2,11,0.9,0
ql_baseline,,GridWorld,37,0.08265651079747222,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,38,0.08224322824348486,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,39,0.08183201210226744,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,40,0.0814228520417561,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,41,0.08101573778154732,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,42,0.08061065909263958,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,43,0.08020760579717638,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,44,0.0798065677681905,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,45,0.07940753492934956,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,46,0.07901049725470281,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,47,0.0786154447684293,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,48,0.07822236754458715,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,49,0.07783125570686422,,,,True,2,12,0.89,0
ql_baseline,,GridWorld,50,0.0774420994283299,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,51,0.07705488893118825,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,52,0.07666961448653231,,,,True,2,11,0.9,0
ql_baseline,,GridWorld,53,0.07628626641409965,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,54,0.07590483508202915,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,55,0.075525310906619,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,56,0.07514768435208591,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,57,0.07477194593032548,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,58,0.07439808620067385,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,59,0.07402609576967048,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,60,0.07365596529082213,0.9299999999999999,1.0,,True,2,10,0.91,0
ql_baseline,,GridWorld,61,0.07328768546436802,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,62,0.07292124703704618,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,63,0.07255664080186094,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,64,0.07219385759785164,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,65,0.07183288830986238,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,66,0.07147372386831308,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,67,0.07111635524897152,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,68,0.07076077347272666,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,69,0.07040696960536302,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,70,0.0700549347573362,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,71,0.06970466008354953,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,72,0.06935613678313178,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,73,0.06900935609921612,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,74,0.06866430931872003,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,75,0.06832098777212643,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,76,0.0679793828332658,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,77,0.06763948591909946,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,78,0.06730128848950397,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,79,0.06696478204705644,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,80,0.06662995813682115,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,81,0.06629680834613705,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,82,0.06596532430440637,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,83,0.06563549768288433,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,84,0.06530732019446991,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,85,0.06498078359349757,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,86,0.06465587967553008,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,87,0.06433260027715243,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,88,0.06401093727576666,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,89,0.06369088258938783,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,90,0.0633724281764409,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,91,0.06305556603555869,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,92,0.0627402882053809,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,93,0.062426586764353996,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,94,0.062114453830532226,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,95,0.061803881561379566,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,96,0.061494862153572666,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,97,0.0611873878428048,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,98,0.060881450903590775,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,99,0.06057704364907282,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,100,0.06027415843082746,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,101,0.05997278763867332,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,102,0.059672923700479955,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,103,0.05937455908197756,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,104,0.05907768628656767,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,105,0.05878229785513483,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,106,0.05848838636585915,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,107,0.05819594443402985,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,108,0.057904964711859706,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,109,0.05761543988830041,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,110,0.05732736268885891,0.9299999999999999,1.0,,True,2,9,0.92,0
ql_baseline,,GridWorld,111,0.05704072587541461,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,112,0.05675552224603753,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,113,0.05647174463480734,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,114,0.056189385911633305,,,,True,2,12,-0.09000000000000008,2
ql_baseline,,GridWorld,115,0.05590843898207514,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,116,0.05562889678716477,,,,True,2,11,0.9,0
ql_baseline,,GridWorld,117,0.055350752303228945,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,118,0.0550739985417128,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,119,0.05479862854900423,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,120,0.05452463540625921,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,121,0.05425201222922791,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,122,0.05398075216808177,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,123,0.053710848407241364,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,124,0.053442294165205156,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,125,0.05317508269437913,,,,True,2,9,0.92,0
ql_baseline,,GridWorld,126,0.052909207280907235,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,127,0.0526446612445027,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,128,0.052381437938280186,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,129,0.052119530748588785,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,130,0.05185893309484584,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,131,0.05159963842937161,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,132,0.051341640237224755,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,133,0.05108493203603863,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,134,0.05082950737585844,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,135,0.05057535983897914,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,136,0.050322483039784247,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,137,0.050070870624585324,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,138,0.049820516271462396,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,139,0.049571413690105086,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,140,0.04932355662165456,0.9299999999999999,1.0,,True,2,10,0.91,0
ql_baseline,,GridWorld,141,0.04907693883854629,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,142,0.048831554144353556,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,143,0.04858739637363179,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,144,0.04834445939176363,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,145,0.04810273709480481,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,146,0.04786222340933079,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,147,0.04762291229228413,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,148,0.04738479773082271,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,149,0.04714787374216859,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,150,0.046912134373457745,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,151,0.04667757370159046,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,152,0.046444185833082505,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,153,0.046211964903917095,,,,True,2,8,0.43999999999999995,1
ql_baseline,,GridWorld,154,0.04598090507939751,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,155,0.045751000554000526,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,156,0.04552224555123052,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,157,0.04529463432347437,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,158,0.045068161151857,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,159,0.04484282034609772,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,160,0.04461860624436723,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,161,0.044395513213145395,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,162,0.04417353564707967,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,163,0.04395266796884427,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,164,0.04373290462900005,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,165,0.04351424010585505,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,166,0.043296668905325776,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,167,0.04308018556079915,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,168,0.04286478463299515,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,169,0.042650460709830175,,,,True,2,10,0.91,0
ql_baseline,,GridWorld,170,0.04243720840628103,0.9299999999999999,1.0,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,171,0.042225022364249624,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,172,0.04201389725242838,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,173,0.041803827766166236,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,174,0.0415948086273354,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,175,0.04138683458419873,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,176,0.04117990041127773,,,,True,2,8,0.9299999999999999,0
ql_baseline,,GridWorld,177,0.04097400090922134,,,,True,2,8,0.9299999999999999,0
